str_no_string|NO STRING!{***};;;;;;;;;
str_poll_time_left|({reg0} seconds left){***};;;;;;;;;
str_poll_result_yes|The poll is accepted by the majority.{***};;;;;;;;;
str_poll_result_no|The poll is rejected by the majority.{***};;;;;;;;;
str_total_item_cost_reg0|Total cost: {reg0}{***};;;;;;;;;
str_server_name|Server name:{***};;;;;;;;;
str_game_password|Game password:{***};;;;;;;;;
str_map|Map:{***};;;;;;;;;
str_game_type|Game type:{***};;;;;;;;;
str_max_number_of_players|Maximum number of players:{***};;;;;;;;;
str_number_of_bots_in_team_reg1|Number of bots in team {reg1}:{***};;;;;;;;;
str_team_reg1_faction|Team {reg1} faction:{***};;;;;;;;;
str_enable_valve_anti_cheat|Enable Valve Anti-cheat (Requires valid Steam account){***};;;;;;;;;
str_allow_friendly_fire|Allow ranged friendly fire{***};;;;;;;;;
str_allow_melee_friendly_fire|Allow melee friendly fire{***};;;;;;;;;
str_friendly_fire_damage_self_ratio|Friendly fire damage self (%):{***};;;;;;;;;
str_friendly_fire_damage_friend_ratio|Friendly fire damage friend (%):{***};;;;;;;;;
str_spectator_camera|Spectator camera:{***};;;;;;;;;
str_control_block_direction|Control block direction:{***};;;;;;;;;
str_map_time_limit|Map time limit (minutes):{***};;;;;;;;;
str_round_time_limit|Round time limit (seconds):{***};;;;;;;;;
str_players_take_control_of_a_bot_after_death|Switch to bot on death:{***};;;;;;;;;
str_team_points_limit|Team point limit:{***};;;;;;;;;
str_point_gained_from_flags|Team points gained for flags (%):{***};;;;;;;;;
str_point_gained_from_capturing_flag|Points gained for capturing flags:{***};;;;;;;;;
str_respawn_period|Respawn period (seconds):{***};;;;;;;;;
str_add_to_official_game_servers_list|Add to official game servers list{***};;;;;;;;;
str_combat_speed|Combat speed:{***};;;;;;;;;
str_combat_speed_0|Slowest{***};;;;;;;;;
str_combat_speed_1|Slower{***};;;;;;;;;
str_combat_speed_2|Medium{***};;;;;;;;;
str_combat_speed_3|Faster{***};;;;;;;;;
str_combat_speed_4|Fastest{***};;;;;;;;;
str_off|Off{***};;;;;;;;;
str_on|On{***};;;;;;;;;
str_defender_spawn_count_limit|Defender spawn count:{***};;;;;;;;;
str_unlimited|Unlimited{***};;;;;;;;;
str_automatic|Automatic{***};;;;;;;;;
str_by_mouse_movement|By mouse movement{***};;;;;;;;;
str_free|Free{***};;;;;;;;;
str_stick_to_any_player|Lock to any player{***};;;;;;;;;
str_stick_to_team_members|Lock to team members{***};;;;;;;;;
str_stick_to_team_members_view|Lock to team members' view{***};;;;;;;;;
str_make_factions_voteable|Allow polls to change factions{***};;;;;;;;;
str_make_kick_voteable|Allow polls to kick players{***};;;;;;;;;
str_make_ban_voteable|Allow polls to ban players{***};;;;;;;;;
str_bots_upper_limit_for_votes|Bot count limit for polls:{***};;;;;;;;;
str_make_maps_voteable|Allow polls to change maps{***};;;;;;;;;
str_valid_vote_ratio|Poll accept threshold (%):{***};;;;;;;;;
str_auto_team_balance_limit|Auto team balance threshold (diff.):{***};;;;;;;;;
str_welcome_message|Welcome message:{***};;;;;;;;;
str_initial_gold_multiplier|Starting gold (%):{***};;;;;;;;;
str_battle_earnings_multiplier|Combat gold bonus (%):{***};;;;;;;;;
str_round_earnings_multiplier|Round gold bonus (%):{***};;;;;;;;;
str_allow_player_banners|Allow individual banners{***};;;;;;;;;
str_force_default_armor|Force minimum armour{***};;;;;;;;;
str_respawning_in_reg0_seconds|Respawning in {reg0} seconds...{***};;;;;;;;;
str_no_more_respawns_remained_this_round|No lives left for this round{***};;;;;;;;;
str_reg0_respawns_remained|({reg0} lives remaining){***};;;;;;;;;
str_this_is_your_last_respawn|(This is your last life){***};;;;;;;;;
str_wait_next_round|(Wait for the next round){***};;;;;;;;;
str_yes_wo_dot|Yes{***};;;;;;;;;
str_no_wo_dot|No{***};;;;;;;;;
str_we_resign|We have no strength left to put up a fight. We surrender to you, {playername}.{***};;;;;;;;;
str_i_resign|I don't want to die today. I surrender.{***};;;;;;;;;
str_s1_returned_flag|{s1} has returned their flag to their base!{***};;;;;;;;;
str_s1_auto_returned_flag|{s1} flag automatically returned to their base!{***};;;;;;;;;
str_s1_captured_flag|{s1} has captured the enemy flag!{***};;;;;;;;;
str_s1_taken_flag|{s1} has taken the enemy flag!{***};;;;;;;;;
str_s1_neutralized_flag_reg0|{s1} has neutralized flag {reg0}.{***};;;;;;;;;
str_s1_captured_flag_reg0|{s1} has captured flag {reg0}!{***};;;;;;;;;
str_s1_pulling_flag_reg0|{s1} has started pulling flag {reg0}.{***};;;;;;;;;
str_s1_destroyed_target_0|{s1} destroyed target A!{***};;;;;;;;;
str_s1_destroyed_target_1|{s1} destroyed target B!{***};;;;;;;;;
str_s1_destroyed_catapult|{s1} destroyed the catapult!{***};;;;;;;;;
str_s1_destroyed_trebuchet|{s1} destroyed the trebuchet!{***};;;;;;;;;
str_s1_destroyed_all_targets|{s1} destroyed all targets!{***};;;;;;;;;
str_s1_saved_1_target|{s1} saved one target.{***};;;;;;;;;
str_s1_saved_2_targets|{s1} saved all targets.{***};;;;;;;;;
str_s1_defended_castle|{s1} defended their castle!{***};;;;;;;;;
str_s1_captured_castle|{s1} captured the castle!{***};;;;;;;;;
str_auto_team_balance_in_20_seconds|Auto-balance will be done in 20 seconds.{***};;;;;;;;;
str_auto_team_balance_next_round|Auto-balance will be done next round.{***};;;;;;;;;
str_auto_team_balance_done|Teams have been auto-balanced.{***};;;;;;;;;
str_s1_won_round|{s1} has won the round!{***};;;;;;;;;
str_round_draw|Time is up. Round draw.{***};;;;;;;;;
str_round_draw_no_one_remained|No one left. Round draw.{***};;;;;;;;;
str_death_mode_started|Hurry! Become master of the field!{***};;;;;;;;;
str_reset_to_default|Reset to Default{***};;;;;;;;;
str_done|Done{***};;;;;;;;;
str_player_name|Player Name{***};;;;;;;;;
str_kills|Kills{***};;;;;;;;;
str_deaths|Deaths{***};;;;;;;;;
str_ping|Ping{***};;;;;;;;;
str_dead|Dead{***};;;;;;;;;
str_reg0_dead|{reg0} Dead{***};;;;;;;;;
str_bots_reg0_agents|Bots ({reg0} agents){***};;;;;;;;;
str_bot_1_agent|Bot (1 agent){***};;;;;;;;;
str_score|Score{***};;;;;;;;;
str_score_reg0|Score: {reg0}{***};;;;;;;;;
str_flags_reg0|(Flags: {reg0}){***};;;;;;;;;
str_reg0_players|({reg0} players){***};;;;;;;;;
str_reg0_player|({reg0} player){***};;;;;;;;;
str_open_gate|Open Gate{***};;;;;;;;;
str_close_gate|Close Gate{***};;;;;;;;;
str_open_door|Open Door{***};;;;;;;;;
str_close_door|Close Door{***};;;;;;;;;
str_raise_ladder|Raise Ladder{***};;;;;;;;;
str_drop_ladder|Drop Ladder{***};;;;;;;;;
str_back|Back{***};;;;;;;;;
str_start_map|Start Map{***};;;;;;;;;
str_choose_an_option|Choose an option:{***};;;;;;;;;
str_choose_a_poll_type|Choose a poll type:{***};;;;;;;;;
str_choose_faction|Choose Faction{***};;;;;;;;;
str_choose_a_faction|Choose a faction:{***};;;;;;;;;
str_choose_troop|Choose Troop{***};;;;;;;;;
str_choose_a_troop|Choose a troop class:{***};;;;;;;;;
str_choose_items|Choose Equipment{***};;;;;;;;;
str_options|Options{***};;;;;;;;;
str_redefine_keys|Redefine Keys{***};;;;;;;;;
str_submit_a_poll|Submit a Poll{***};;;;;;;;;
str_administrator_panel|Administrator Panel{***};;;;;;;;;
str_kick_player|Kick Player{***};;;;;;;;;
str_ban_player|Ban Player{***};;;;;;;;;
str_mute_player|Mute Player{***};;;;;;;;;
str_unmute_player|Unmute Player{***};;;;;;;;;
str_quit|Quit{***};;;;;;;;;
str_poll_for_changing_the_map|Change the map{***};;;;;;;;;
str_poll_for_changing_the_map_and_factions|Change the map and factions{***};;;;;;;;;
str_poll_for_changing_number_of_bots|Change number of bots in teams{***};;;;;;;;;
str_poll_for_kicking_a_player|Kick a player{***};;;;;;;;;
str_poll_for_banning_a_player|Ban a player{***};;;;;;;;;
str_choose_a_player|Choose a player:{***};;;;;;;;;
str_choose_a_map|Choose a map:{***};;;;;;;;;
str_choose_a_faction_for_team_reg0|Choose a faction for team {reg0}:{***};;;;;;;;;
str_choose_number_of_bots_for_team_reg0|Choose number of bots for team {reg0}:{***};;;;;;;;;
str_spectator|Spectator{***};;;;;;;;;
str_spectators|Spectators{***};;;;;;;;;
str_command|Command:{***};;;;;;;;;
str_profile_banner_selection_text|Choose a banner for your profile:{***};;;;;;;;;
str_use_default_banner|Use Faction's Banner{***};;;;;;;;;
str_party_morale_is_low|Morale of some troops are low!{***};;;;;;;;;
str_weekly_report|Weekly Report{***};;;;;;;;;
str_has_deserted_the_party|has deserted the party.{***};;;;;;;;;
str_have_deserted_the_party|have deserted the party.{***};;;;;;;;;
str_space| {***};;;;;;;;;
str_us_|Us {***};;;;;;;;;
str_allies_|Allies {***};;;;;;;;;
str_enemies_|Enemies {***};;;;;;;;;
str_routed|Routed{***};;;;;;;;;
str_weekly_budget|Weekly Budget{***};;;;;;;;;
str_income_from_s0|Income from {s0}:{***};;;;;;;;;
str_mercenary_payment_from_s0|Mercenary payment from {s0}:{***};;;;;;;;;
str_s0s_party|{s0}'s Party{***};;;;;;;;;
str_loss_due_to_tax_inefficiency|Loss due to tax inefficiency:{***};;;;;;;;;
str_wages_for_s0|Wages for {s0}:{***};;;;;;;;;
str_earlier_debts|Earlier debts:{***};;;;;;;;;
str_net_change|Net change:{***};;;;;;;;;
str_earlier_wealth|Earlier wealth:{***};;;;;;;;;
str_new_wealth|New wealth:{***};;;;;;;;;
str_new_debts|New debts:{***};;;;;;;;;
str_maximum_seconds_for_round_is_reg0|Maximum seconds for round is {reg0}.{***};;;;;;;;;
str_respawn_period_is_reg0_seconds|Respawn period is {reg0} seconds.{***};;;;;;;;;
str_bots_upper_limit_for_votes_is_reg0|Bots upper limit for votes is {reg0}.{***};;;;;;;;;
str_map_is_voteable|Map is voteable.{***};;;;;;;;;
str_map_is_not_voteable|Map is not voteable.{***};;;;;;;;;
str_factions_are_voteable|Factions are voteable.{***};;;;;;;;;
str_factions_are_not_voteable|Factions are not voteable.{***};;;;;;;;;
str_players_respawn_as_bot|Players respawn as bot.{***};;;;;;;;;
str_players_do_not_respawn_as_bot|Players do not respawn as bot.{***};;;;;;;;;
str_kicking_a_player_is_voteable|Kicking a player is voteable.{***};;;;;;;;;
str_kicking_a_player_is_not_voteable|Kicking a player is not voteable.{***};;;;;;;;;
str_banning_a_player_is_voteable|Banning a player is voteable.{***};;;;;;;;;
str_banning_a_player_is_not_voteable|Banning a player is not voteable.{***};;;;;;;;;
str_player_banners_are_allowed|Player banners are allowed.{***};;;;;;;;;
str_player_banners_are_not_allowed|Player banners are not allowed.{***};;;;;;;;;
str_default_armor_is_forced|Default armour is forced.{***};;;;;;;;;
str_default_armor_is_not_forced|Default armour is not forced.{***};;;;;;;;;
str_percentage_of_yes_votes_required_for_a_poll_to_get_accepted_is_reg0|Percentage of yes votes required for a poll to get accepted is {reg0}%.{***};;;;;;;;;
str_auto_team_balance_threshold_is_reg0|Auto team balance threshold is {reg0}.{***};;;;;;;;;
str_starting_gold_ratio_is_reg0|Starting gold ratio is {reg0}%.{***};;;;;;;;;
str_combat_gold_bonus_ratio_is_reg0|Combat gold bonus ratio is {reg0}%.{***};;;;;;;;;
str_round_gold_bonus_ratio_is_reg0|Round gold bonus ratio is {reg0}%.{***};;;;;;;;;
str_point_gained_from_flags_is_reg0|Team points gained for flags is {reg0}%.{***};;;;;;;;;
str_point_gained_from_capturing_flag_is_reg0|Points gained for capturing flags is {reg0}%.{***};;;;;;;;;
str_map_time_limit_is_reg0|Map time limit is {reg0} minutes.{***};;;;;;;;;
str_team_points_limit_is_reg0|Team point limit is {reg0}.{***};;;;;;;;;
str_defender_spawn_count_limit_is_s1|Defender spawn count is {s1}.{***};;;;;;;;;
str_system_error|SYSTEM ERROR!{***};;;;;;;;;
str_prisoner_granted_parole|Prisoner granted parole{***};;;;;;;;;
str_prisoner_not_offered_parole|Prisoner not offered parole{***};;;;;;;;;
str__age_reg1|^Age: {reg1}{***};;;;;;;;;
str__age_reg1_family_|^Age: {reg1}^Family:{***};;;;;;;;;
str_s49_s12_s11_rel_reg0|{s49} {s12} ({s11}, rel: {reg0}),{***};;;;;;;;;
str_s49_s12_s11|{s49} {s12} ({s11}),{***};;;;;;;;;
str_lord_info_string|{reg6?:{reg4?{s54} is the ruler of {s56}.^:{s54} is a vassal of {s55} of {s56}.^}}Renown: {reg5}. Controversy: {reg15}.^{reg9?{reg3?She:He} is the {reg3?lady:lord} of {s58}.:{reg3?She:He} has no fiefs.}{s59}^{s49}{***};;;;;;;;;
str_foreign_relations__|Foreign relations: ^{***};;;;;;;;;
str_s21__the_s5_is_at_war_with_the_s14|{s21}^*  {s5} is at war with  {s14}.{***};;;;;;;;;
str_s21_the_s5_has_had_the_upper_hand_in_the_fighting|{s21}  {s5} has had the upper hand in the fighting.{***};;;;;;;;;
str_s21_the_s5_has_gotten_the_worst_of_the_fighting|{s21}  {s5} has gotten the worst of the fighting.{***};;;;;;;;;
str_s21_the_fighting_has_gone_on_for_some_time_and_the_war_may_end_soon_with_a_truce|{s21} The fighting has gone on for some time, and the war may end soon with a truce.{***};;;;;;;;;
str_s21_the_fighting_has_begun_relatively_recently_and_the_war_may_continue_for_some_time|{s21} The fighting has begun relatively recently, and the war may continue for some time.{***};;;;;;;;;
str__however_the_truce_is_no_longer_binding_on_the_s14| However, the truce is no longer binding on the {s14}{***};;;;;;;;;
str_s21__the_s5_is_bound_by_truce_not_to_attack_the_s14s18_the_truce_will_expire_in_reg1_days|{s21}^*  {s5} is bound by truce not to attack  {s14}.{s18} The truce will expire in {reg1} days.{***};;;;;;;;;
str_s21__the_s5_is_bound_by_alliance_not_to_attack_the_s14s18_the_alliance_will_expire_in_reg1_days|{s21}^^* The {s5} has an alliance with {s14}.{s18} The alliance will expire in {reg1} days.{***};;;;;;;;;
str_alliance_durantion_days_expire|{s21}^^* The {s5} has formalized an alliance with the {s14}.{s18} The alliance will expire in {reg1} days.{***};;;;;;;;;
str_s21__the_s5_has_recently_suffered_provocation_by_subjects_of_the_s14_and_there_is_a_risk_of_war|{s21}^*  {s5} has recently suffered provocation by subjects of  {s14}, and there is a risk of war.{***};;;;;;;;;
str_s21__the_s5_has_no_outstanding_issues_with_the_s14|{s21}^* {s5} has no outstanding issues with {s14}.{***};;;;;;;;;
str_s21_the_s14_was_recently_provoked_by_subjects_of_the_s5_and_there_is_a_risk_of_war_|{s21}  {s14} was recently provoked by subjects of  {s5}, and there is a risk of war.^{***};;;;;;;;;
str_the_s5_is_ruled_by_s6_it_occupies_s8_its_vassals_are_s10__s21|{s5} is ruled by {s6}.^^They occupy: {s8}.^^Its vassals are: {s10}.^^^{s21}{***};;;;;;;;;
str_reg4_killed_reg5_wounded_reg6_routed|{reg4} killed or seriously wounded, {reg5} minor wounded, {reg6} routed{***};;;;;;;;;
str_reg4_killed_reg5_routed|{reg4} killed or seriously wounded, {reg5} routed{***};;;;;;;;;
str_reg4_killed_reg5_wounded|{reg4} killed or seriously wounded, {reg5} minor wounded{***};;;;;;;;;
str_reg4_wounded_reg5_routed|{reg4} minor wounded, {reg5} routed{***};;;;;;;;;
str_s42|{s42}{***};;;;;;;;;
str_s4_awarded_to_s5|{s4} awarded to {s5}{***};;;;;;;;;
str_calculating_sortie_for_s4_strength_of_reg3_vs_reg4_enemies|Calculating sortie for {s4}, strength of {reg3} vs {reg4} enemies{***};;;;;;;;;
str_current_wealth_reg1_taxes_last_collected_from_s4|Current wealth: {reg1}. Taxes last collected from {s4}{***};;;;;;;;;
str_s4_has_reg4_chance_of_recruiting_troops|{s4} has {reg4} chance of recruiting troops{***};;;;;;;;;
str_s4_has_reg4_chance_of_going_to_s5|{s4} has {reg4} chance of going to {s5}{***};;;;;;;;;
str_s4_has_reg5_chance_of_patrolling_s6|{s4} has {reg5} chance of patrolling {s6}{***};;;;;;;;;
str_s4_has_reg5_chance_of_raiding_s6|{s4} has {reg5} chance of raiding {s6}{***};;;;;;;;;
str_s4_has_reg5_chance_of_besieging_s6|{s4} has {reg5} chance of besieging {s6}{***};;;;;;;;;
str_sum_chances_reg6|Sum chances: {reg6}{***};;;;;;;;;
str_deciding_faction_ai_for_s3|Deciding faction AI for {s3}{***};;;;;;;;;
str_lords_of_the_s1_gather_for_a_feast_at_s2|Lords of the {s1} gather for a feast at {s2}.{***};;;;;;;;;
str_players_kingdom_has_had_reg3_days_of_peace|{s0}'s kingdom has had {reg3} days of peace{***};;;;;;;;;
str_s4_is_present_at_the_center_and_is_attending_the_feast|{s4} is present at the centre and is attending the feast{***};;;;;;;;;
str_s4_is_present_at_the_center_and_is_awaiting_the_player_in_private|{s4} is present at the centre and is awaiting the player in private{***};;;;;;;;;
str_s4_is_present_at_the_center_and_is_allowed_to_meet_the_player|{s4} is present at the centre and is allowed to meet the player{***};;;;;;;;;
str_s4_is_present_at_the_center_and_is_not_allowed_to_meet_the_player|{s4} is present at the centre and is not allowed to meet the player{***};;;;;;;;;
str_no_relation|no relation{***};;;;;;;;;
str_niece|niece{***};;;;;;;;;
str_nephew|nephew{***};;;;;;;;;
str_aunt|aunt{***};;;;;;;;;
str_uncle|uncle{***};;;;;;;;;
str_cousin|cousin{***};;;;;;;;;
str_daughterinlaw|daughter-in-law{***};;;;;;;;;
str_soninlaw|son-in-law{***};;;;;;;;;
str_motherinlaw|mother-in-law{***};;;;;;;;;
str_fatherinlaw|father-in-law{***};;;;;;;;;
str_sisterinlaw|sister-in-law{***};;;;;;;;;
str_brotherinlaw|brother-in-law{***};;;;;;;;;
str_print_party_members_entered|print party members entered{***};;;;;;;;;
str_num_companion_stacks_=_reg10|num companion stacks = {reg10}{***};;;;;;;;;
str_someone|someone{***};;;;;;;;;
str_i_take_what_work_i_can_sirmadame_i_carry_water_or_help_the_merchants_with_their_loads_or_help_build_things_if_theres_things_to_be_built|I take what work I can, {ser/madame}. I carry water, or help the merchants with their loads, or help build things, if there are things to be built.{***};;;;;;;;;
str_im_not_doing_anything_sirmadame_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {ser/madame}. There's no work to be had around here these days.{***};;;;;;;;;
str_im_not_doing_anything_sirmadame_i_have_no_land_of_my_own_and_theres_no_work_to_be_had_around_here_these_days|I'm not doing anything, {ser/madame}. I have no land of my own, and there's no work to be had around here these days.{***};;;;;;;;;
str_why_im_still_living_off_of_your_kindness_and_goodness_sirmadame_hopefully_there_will_be_work_shortly|Why, I'm still living off of your kindness and goodness, {ser/madame}. Hopefully there will be work, shortly.{***};;;;;;;;;
str_i_work_in_the_fields_just_outside_the_walls_where_they_grow_grain_we_dont_quite_grow_enough_to_meet_our_needs_though_and_have_to_import_grain_from_the_surrounding_countryside|I work in the fields, just outside the walls, where they grow grain. We don't quite grow enough to meet our needs, though, and have to import grain from the surrounding countryside.{***};;;;;;;;;
str_i_work_mostly_in_the_fields_growing_grain_in_the_town_they_grind_it_to_make_bread_or_ale_and_we_can_also_boil_it_as_a_porridge|I work mostly in the fields, growing grain. In the town they grind it to make bread or ale, and we can also boil it as a porridge.{***};;;;;;;;;
str_i_work_in_the_breweries_making_ale_the_poor_folk_drink_a_lot_of_it_as_its_cheaper_than_wine_we_make_it_with_grain_brought_in_from_the_countryside|I work in the breweries, making ale. The poor folk drink a lot of it, as it's cheaper than mead. We make it with grain brought in from the countryside.{***};;;;;;;;;
str_i_work_in_a_mill_grinding_flour_to_make_bread_bread_is_cheap_keeps_well_and_fills_the_stomach|I work in a mill, grinding flour to make bread. Bread is cheap, keeps well, and fills the stomach.{***};;;;;;;;;
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk|I tend cattle. We dry and salt meat to preserve it, and send the hides to the towns to be made into leather. We also make cheese from the milk.{***};;;;;;;;;
str_i_tend_cattle_we_dry_and_salt_meat_to_preserve_it_and_make_cheese_from_the_milk_so_it_doesnt_spoil|I tend cattle. We dry and salt meat to preserve it, and send the hides to the towns to be made into leather. We also make cheese from the milk.{***};;;;;;;;;
str_i_tend_sheep_we_send_the_wool_to_the_cities_to_be_woven_into_cloth_and_make_mutton_sausage_when_we_cull_the_herds|I tend sheep. We send the wool to the cities to be woven into cloth, and make mutton sausage when we cull the herds.{***};;;;;;;;;
str_i_work_at_a_loom_spinning_cloth_from_wool_wool_is_some_of_the_cheapest_cloth_you_can_buy_but_it_will_still_keep_you_warm|I work at a loom, spinning cloth from wool. Wool is some of the cheapest cloth you can buy, but it will still keep you warm.{***};;;;;;;;;
str_i_crew_a_fishing_boat_we_salt_and_smoke_the_flesh_to_sell_it_far_inland|I crew a fishing boat. We salt and smoke the flesh, to sell it far inland.{***};;;;;;;;;
str_i_sift_salt_from_a_nearby_flat_they_need_salt_everywhere_to_preserve_meat_and_fish|I sift salt from a nearby flat. They need salt everywhere, to preserve meat and fish.{***};;;;;;;;;
str_i_mine_iron_from_a_vein_in_a_nearby_cliffside_they_use_it_to_make_tools_arms_and_other_goods|I mine iron from a vein in a nearby cliff side. They use it to make tools, arms, and other goods.{***};;;;;;;;;
str_i_make_pottery_which_people_use_to_store_grain_and_carry_water|I make pottery, which people use to store grain and carry water.{***};;;;;;;;;
str_trade_explanation_tools|I work in a smithy, {ser/madame}, making all sorts of ironware -- knives, axes, pots, plough-blades, scythes, hammers, anvils, tongs, adzes, saws, nails, horseshoes, fire steel, braziers, and of course arms and armour for your excellencies.{***};;;;;;;;;
str_trade_explanation_oil|I work in an oil press, making oil from olives brought in from the countryside. If you can afford it, our oil has a hundred uses -- in cooking, lamps, even for easing childbirth.{***};;;;;;;;;
str_trade_explanation_linen|I weave linen, using flax brought in from the surrounding countryside. It's makes a tough, light fabric, {ser/madame} -- good for summer clothing, sails for boats, and the like.{***};;;;;;;;;
str_trade_explanation_velvet|I work in one of this town's great weavers, carefully making the velvet for which we are known. We use silks brought from across the mountains, and dyes from the far corners of the earth, and make of it the finest and most expensive fabric that can be found in the land.{***};;;;;;;;;
str_trade_explanation_spice|I work in the caravanserai's, helping the merchants unload the spice they bring from across the mountains. Pepper, cinnamon, cloves, saffron... The rich mark their wealth by the amount of spices in their food, and they say that for every ailment, there's a spice which cures it.{***};;;;;;;;;
str_trade_explanation_apples|I'm just coming in from the orchards, where we grow apples. We dry them for storage, or it can also be made into cider or vinegar.{***};;;;;;;;;
str_trade_explanation_grapes|I work in the vineyards on the hillsides, growing grapes to be made into fine wines for the tables of the lords, ladies, and merchants, and cheap mead to be mixed with water to quench the thirst of the commons.{***};;;;;;;;;
str_trade_explanation_dyes|I work in the caravansaries, unloading dyes brought in from the lands outside Westeros and Essos -- the crimson of oak beetles and the red roots of madder, the blue of indigo and woad shrubs, the yellow of weld root and greenweed. The weavers use it to colour the silks and velvets of the great lords of the realm.{***};;;;;;;;;
str_trade_explanation_leatherwork|I work in the tanneries outside the walls, turning cured hides from the countryside into good, supple leather. It's foul work, and I come home stinking of urine, dung, and lime -- but that's where your boots, saddles, and bridles come from, {ser/my lady}.{***};;;;;;;;;
str_trade_explanation_flax|I sew and harvest linseed, and rot the stems to make flax fibres. That's the source of your fine linens, {ser/my lady} -- a rotting pit on the edge of a field.{***};;;;;;;;;
str_trade_explanation_dates|I tend to a grove of date palms. I hope you don't mind me saying so, but it takes great skill to tend them, as we must climb to the tops of the palms to ensure that the trees will flower. We export the fruit far and wide, as they keep for many months when properly dried. As sweet as honey, and they grant the eater health and strength.{***};;;;;;;;;
str_trade_explanation_olives|I tend to a grove of olive trees. You can eat the fruit or preserve it in brine, but we end up sending most of it to be pressed, to be made into oil.{***};;;;;;;;;
str_s14_i_hear_that_you_can_find_a_good_price_for_it_in_s15|{s14}. I hear that you can find a good price for it in {s15}.{***};;;;;;;;;
str_s2s_rebellion|{s2}'s Rebellion{***};;;;;;;;;
str_political_suggestion|Political suggestion{***};;;;;;;;;
str_instability_reg0_of_lords_are_disgruntled_reg1_are_restless|Instability: {reg0}% of lords are disgruntled, {reg1}% are restless{***};;;;;;;;;
str_reg1shehe_is_prisoner_of_s1|{reg1?She:He} is prisoner of {s1}.{***};;;;;;;;;
str_s39_rival|{s39} (rival){***};;;;;;;;;
str_s41_s39_rival|{s41}, {s39} (rival){***};;;;;;;;;
str_reputation_only_martial_|As far as you know, his personality seems to be Martial^{***};;;;;;;;;
str_reputation_only_debauched_|As far as you know, his personality seems to be Debauched^{***};;;;;;;;;
str_reputation_only_pitiless_|As far as you know, his personality seems to be Pitiless^{***};;;;;;;;;
str_reputation_only_calculating_|As far as you know, his personality seems to be Calculating^{***};;;;;;;;;
str_reputation_only_quarrelsome_|As far as you know, his personality seems to be Quarrelsome^{***};;;;;;;;;
str_reputation_only_goodnatured_|As far as you know, his personality seems to be Good-natured^{***};;;;;;;;;
str_reputation_only_upstanding_|As far as you know, his personality seems to be Upstanding^{***};;;;;;;;;
str_reputation_only_conventional_|As far as you know, his personality seems to be Conventional^{***};;;;;;;;;
str_reputation_only_adventurous_|As far as you know, his personality seems to be Adventurous^{***};;;;;;;;;
str_reputation_only_romantic_|As far as you know, his personality seems to be Romantic^{***};;;;;;;;;
str_reputation_only_moralist_|As far as you know, his personality seems to be Moralist^{***};;;;;;;;;
str_reputation_only_ambitious_|As far as you know, his personality seems to be Ambitious^{***};;;;;;;;;
str_reputation_only_reg11_|Reputation (cheat mode only): {reg11}^{***};;;;;;;;;
str_love_interest|love interest{***};;;;;;;;;
str_betrothed|betrothed{***};;;;;;;;;
str_other_relations_s40_|Other relations: {s40}^{***};;;;;;;;;
str_relation_with_liege_reg0_|Relation with liege: {reg0}^{***};;;;;;;;;
str_sense_of_security_military_reg1_court_position_reg3_|Sense of security: military {reg1}, court position {reg3}^{***};;;;;;;;;
str_political_details_s47_|Political details:^{s47}^{***};;;;;;;;;
str_the_s55|the {s55}{***};;;;;;;;;
str_travellers_on_the_road|travellers on the road{***};;;;;;;;;
str_a_short_while_ago|a short while ago{***};;;;;;;;;
str_one_day_ago|one day ago{***};;;;;;;;;
str_two_days_day_ago|two days day ago{***};;;;;;;;;
str_earlier_this_week|earlier this week{***};;;;;;;;;
str_about_a_week_ago|about a week ago{***};;;;;;;;;
str_about_two_weeks_ago|about two weeks ago{***};;;;;;;;;
str_several_weeks_ago|several weeks ago{***};;;;;;;;;
str_unknown_assailants|unknown assailants{***};;;;;;;;;
str_stormlands|Stormlands{***};;;;;;;;;
str_dornish|Dornish{***};;;;;;;;;
str_westerlands|Westerlands{***};;;;;;;;;
str_the_north|The North{***};;;;;;;;;
str_ironborn|Ironborn{***};;;;;;;;;
str_essos|Essosi{***};;;;;;;;;
str_wildlings|Free Folk{***};;;;;;;;;
str_dothraki|Dothraki{***};;;;;;;;;
str_riverlands|Riverlands{***};;;;;;;;;
str_arryns|Vale of Arryn{***};;;;;;;;;
str_norvosi|Norvosi{***};;;;;;;;;
str_baratheons|Baratheons{***};;;;;;;;;
str_tyrells|Tyrells{***};;;;;;;;;
str_braavosi|Braavosi{***};;;;;;;;;
str_greyjoy|Greyjoys{***};;;;;;;;;
str_martells|Martells{***};;;;;;;;;
str_nights_watch|Night's Watch{***};;;;;;;;;
str_pentoshi|Pentoshi{***};;;;;;;;;
str_targaryen|Targaryen{***};;;;;;;;;
str_myrish|Myrish{***};;;;;;;;;
str_tyroshi|Tyroshi{***};;;;;;;;;
str_lorathi|Lorathi{***};;;;;;;;;
str_lannisters|Lannisters{***};;;;;;;;;
str_lyseni|Lyseni{***};;;;;;;;;
str_qohoric|Qohoric{***};;;;;;;;;
str_volantine|Volanti{***};;;;;;;;;
str_bandits|bandits{***};;;;;;;;;
str_deserters|deserters{***};;;;;;;;;
str_your_followers|your followers{***};;;;;;;;;
